ra,dec,mag,ci
9.287123,-67.676459,6.79,1.308
9.360948,32.264243,6.79,0.138
9.402217,25.918343,6.79,1.264
9.648517,20.297553,6.79,-0.071
9.931943,7.677209,6.79,1.025
10.292102,-65.429507,6.79,0.149
10.589507,-12.859448,6.79,0.365
10.703699,-13.787713,6.79,0.622
10.714537,-23.549032,6.79,0.911
10.849619,-59.957313,6.79,-0.044
10.883695,-35.489049,6.79,-0.065
11.16143,-58.837724,6.79,0.831
11.477295,-54.883582,6.79,0.167
11.725336,31.76204,6.79,1.085
11.939068,26.679636,6.79,0.382
12.517883,39.582047,6.79,1.044
12.547242,-30.044734,6.79,0.864
13.193354,-56.908976,6.79,1.684
13.213757,42.62667,6.79,0.947
14.341357,0.181851,6.79,1.219
14.345857,26.075532,6.79,0.922
15.260937,-27.596288,6.79,0.372
15.418894,47.060824,6.79,0.607
15.477321,-15.700622,6.79,0.821
15.814023,12.723616,6.79,0.024
16.522547,1.308784,6.79,1.39
17.420405,-34.429964,6.79,0.962
17.671692,63.675363,6.79,0.559
17.676712,57.310312,6.79,0.918
17.886802,-32.03235,6.79,1.395
18.064835,30.377228,6.79,0.531
18.227037,-31.967334,6.79,-0.043
18.282989,68.741457,6.79,-0.071
18.552805,-18.368386,6.79,0.46
18.578327,-50.721705,6.79,1.296
18.687877,30.294602,6.79,0.82
19.265575,31.0355,6.79,1.223
19.428706,-22.451669,6.79,1.296
19.57774,48.16455,6.79,0.256
19.641445,-65.914226,6.79,0.062
19.799901,31.506278,6.79,0.12
19.947159,23.776792,6.79,0.328
19.975704,-3.553725,6.79,1.925
21.363978,1.361618,6.79,0.366
21.46959,-52.302397,6.79,1.233
21.480142,49.795095,6.79,0.287
21.809648,-47.775628,6.79,0.341
21.841884,32.657596,6.79,1.137
22.400137,15.281474,6.79,-0.075
22.659488,51.15564,6.79,0.44
23.355984,-4.672767,6.79,0.14
23.402197,57.535509,6.79,0.254
23.864882,4.745363,6.79,0.13
23.896851,-83.00689,6.79,1.503
0.061626,48.436907,6.8,0.06
0.345434,61.879595,6.8,2.02
0.573652,-45.42583,6.8,1.293
1.295101,-7.659505,6.8,0.273
1.388103,-33.548023,6.8,1.524
1.388358,36.514632,6.8,0.031
1.991955,-13.87246,6.8,1.578
2.031201,-74.44573,6.8,1.63
2.256774,24.271296,6.8,0.69
2.389815,-26.995375,6.8,1.097
2.610049,42.400526,6.8,-0.067
2.808597,-33.783057,6.8,0.974
3.147282,-64.565263,6.8,0.343
3.410268,-76.746289,6.8,0.2
3.911802,2.089961,6.8,0.975
4.123815,74.636541,6.8,0.966
4.335855,-16.437273,6.8,-0.03
4.358963,18.417582,6.8,0.441
4.538124,37.043243,6.8,0.47
4.556001,43.031921,6.8,0.213
4.570955,-73.208778,6.8,0.919
4.672966,29.972226,6.8,0.393
4.706169,-23.177968,6.8,1.579
4.785238,-59.137086,6.8,1.044
4.872322,36.641981,6.8,1.1
5.01184,10.913428,6.8,0.034
5.121763,-83.859899,6.8,0.573
5.394132,-37.33669,6.8,1.037
5.573356,-4.804338,6.8,0.198
5.814394,39.533604,6.8,0.82
5.915403,5.860775,6.8,0.007
6.004773,12.611399,6.8,-0.043
6.477289,-0.721097,6.8,0.495
6.490434,-22.591098,6.8,0.066
6.506267,60.146498,6.8,0.058
6.523399,-12.559685,6.8,-0.161
6.697395,14.216683,6.8,0.051
6.819051,23.201929,6.8,0.013
6.828679,25.484369,6.8,1.561
6.840356,-69.986245,6.8,0.997
7.41888,-21.173853,6.8,0.117
7.557635,11.011712,6.8,0.7
8.116804,-29.402937,6.8,0.6
8.170998,-22.533303,6.8,0.315
8.171644,9.168141,6.8,0.844
8.249084,-35.688702,6.8,1.27
8.451157,-32.18346,6.8,0.747
8.553013,-5.222647,6.8,0.075
8.617705,-26.416397,6.8,1.14
9.245477,-43.464815,6.8,1.132
9.345642,-31.760215,6.8,0.008
9.805956,-75.777865,6.8,0.483
9.825876,-11.78495,6.8,1.232
9.937177,-53.619198,6.8,-0.088
10.028974,-23.806868,6.8,1.004
10.405424,10.587777,6.8,1.11
10.411012,-54.321932,6.8,1.51
10.440445,-39.361996,6.8,0.972
10.94078,57.502959,6.8,0.995
10.977088,19.622046,6.8,1.336
11.144665,17.200743,6.8,1.025
11.272169,-34.667892,6.8,0.16
11.658379,-13.184368,6.8,0.987
11.925099,-24.857644,6.8,1.1
11.961777,17.467836,6.8,0.392
12.193913,-54.417636,6.8,0.558
12.720301,-24.990514,6.8,1.651
13.064834,43.007596,6.8,1.669
13.252388,35.445805,6.8,0.182
13.30142,-44.055379,6.8,-0.018
13.306505,-28.332519,6.8,0.981
13.370855,30.291938,6.8,1.357
13.669095,-27.577789,6.8,1.433
14.132359,48.210795,6.8,0.372
14.157803,2.797576,6.8,1.02
14.367106,-28.308442,6.8,0.964
14.376315,-20.757609,6.8,1.032
14.404059,-33.086879,6.8,0.953
14.790453,2.035715,6.8,0.098
15.063689,27.081153,6.8,1.456
15.345227,-56.132622,6.8,0.161
15.639653,43.604261,6.8,0.187
15.641412,-14.516867,6.8,1.232
16.100785,13.320929,6.8,0.995
16.34536,-21.840674,6.8,1.704
16.450225,-82.559908,6.8,1.049
16.787751,63.531509,6.8,1.556
17.323355,27.283815,6.8,1.657
17.799825,47.583862,6.8,1.042
17.863476,-19.525194,6.8,0.308
17.986265,-38.573474,6.8,1.646
18.093738,4.657173,6.8,0.61
18.344074,22.797417,6.8,-0.05
18.384575,-60.749208,6.8,0.245
18.42441,22.706798,6.8,-0.087
18.678857,-47.027246,6.8,0.079
18.788873,16.908513,6.8,0.121
18.894712,-31.991999,6.8,1.591
18.980833,30.180645,6.8,0.606
18.999571,-71.932635,6.8,-0.037
18.999723,26.965664,6.8,-0.066
19.006791,33.741826,6.8,1.119
19.421708,37.245198,6.8,1.129
19.533522,7.487843,6.8,1.421
19.944912,30.947229,6.8,0.646
19.98891,84.668644,6.8,0.168
20.06208,29.989458,6.8,1.165
20.240579,80.531814,6.8,0.007
20.556363,-41.524774,6.8,0.666
20.753257,-35.166424,6.8,0.63
20.843345,30.912682,6.8,0.265
20.99712,55.218031,6.8,1.367
21.42955,15.617718,6.8,1.549
21.744148,58.225698,6.8,1.054
21.960932,-8.564316,6.8,-0.041
22.497476,-78.213191,6.8,1.495
22.790326,-17.550756,6.8,0.5
23.092511,14.959058,6.8,0.006
23.220916,-49.618607,6.8,0.922
23.490505,-52.678577,6.8,0.955
23.536861,7.084887,6.8,0.505
8.652343,-22.66013,6.8,
0.33474,6.292648,6.81,1.532
0.389484,-29.847251,6.81,1.56
0.412397,-51.043867,6.81,0.596
0.653133,-57.967861,6.81,0.471
0.660625,-85.700874,6.81,1.26
0.777021,-30.190936,6.81,1.225
1.054992,-60.097487,6.81,0.48
1.120523,49.555446,6.81,-0.031
2.252139,55.08822,6.81,1.391
2.700205,30.935784,6.81,1.036
3.083127,-74.319812,6.81,1.28
3.606087,55.886836,6.81,0.115
3.666311,63.870413,6.81,0.478
3.907785,16.616053,6.81,0.719
3.920984,-38.759242,6.81,-0.029
4.44181,-32.816298,6.81,0.386
4.819933,-34.311834,6.81,1.267
4.855786,-68.069653,6.81,0.615
4.952076,-58.069636,6.81,0.425
5.38684,47.021618,6.81,1.7
5.451767,-44.862061,6.81,1.432
5.646007,-2.599693,6.81,-0.18
5.720496,41.696301,6.81,0.71
5.727517,25.439545,6.81,0.003
5.887422,-61.839416,6.81,0.064
6.340822,-49.104323,6.81,1.18
6.394119,40.521371,6.81,1.058
6.49869,-59.590679,6.81,0.359
6.74039,3.141571,6.81,0.789
6.796532,21.691541,6.81,1.63
6.999933,-61.336182,6.81,0.786
7.513186,-9.77689,6.81,1.096
7.542923,21.407755,6.81,0.979
7.580851,-44.296142,6.81,-0.03
7.75342,-4.453962,6.81,1.216
7.919729,9.34997,6.81,1.143
7.935126,23.623806,6.81,-0.079
7.937642,29.852077,6.81,1.414
8.118468,9.980147,6.81,0.932
8.269407,46.802205,6.81,1.603
8.355221,-14.975885,6.81,1.324
8.411385,-55.364356,6.81,-0.108
8.419656,-31.940188,6.81,-0.082
8.459406,-75.358683,6.81,0.118
8.497092,26.192858,6.81,-0.017
8.79765,-33.398379,6.81,1.158
8.879932,-47.394318,6.81,-0.034
9.075479,-56.343615,6.81,0.4
9.148175,-53.593426,6.81,0.15
9.384996,-53.820172,6.81,1.036
9.449703,-48.694062,6.81,-0.036
9.52535,1.465257,6.81,0.552
9.583248,12.654507,6.81,-0.023
9.737672,-39.571177,6.81,0.332
9.778464,45.114395,6.81,0.949
10.316607,51.405488,6.81,0.644
10.493961,-43.050813,6.81,1.583
10.678366,-64.653189,6.81,-0.023
10.690589,-56.068722,6.81,-0.004
10.920305,77.087568,6.81,1.532
10.984587,-53.539209,6.81,0.501
11.043553,-3.512616,6.81,0.95
11.170374,-7.389401,6.81,0.613
11.609833,-36.121296,6.81,0.258
12.121136,-64.681773,6.81,0.465
12.157926,-11.857064,6.81,0.666
12.292209,-48.925585,6.81,0.574
12.331585,-62.854185,6.81,0.248
12.467167,-14.450935,6.81,1.466
12.699358,-7.500299,6.81,1.58
12.798145,-25.01535,6.81,1.045
12.953767,8.293783,6.81,0.468
13.134004,24.831148,6.81,0.933
13.809637,7.960113,6.81,0.34
14.030382,40.420041,6.81,1.183
15.141714,-80.3139,6.81,0.041
15.288253,62.771033,6.81,0.952
15.438114,-36.598354,6.81,1.121
15.512798,34.465657,6.81,0.037
15.81467,-1.001272,6.81,1.592
16.061537,59.089625,6.81,0.99
16.074886,0.67222,6.81,0.451
16.825898,-31.651375,6.81,1.149
16.878095,18.062132,6.81,0.529
16.892306,42.824856,6.81,0.631
17.184546,-20.654569,6.81,1.03
17.270331,71.792351,6.81,1.071
17.294314,-26.629023,6.81,0.02
17.374949,-54.285655,6.81,0.504
17.395652,-58.665234,6.81,-0.089
17.549719,-17.495941,6.81,1.022
18.251419,-29.823006,6.81,1.681
18.521935,-18.908812,6.81,0.861
18.554002,-24.109537,6.81,0.018
18.598544,72.380259,6.81,1.34
18.760321,-48.264043,6.81,0.211
19.311544,-56.144694,6.81,-0.165
19.340862,39.926198,6.81,0.799
19.75676,-30.903002,6.81,0.123
19.837541,17.709983,6.81,1.137
19.932573,10.20719,6.81,0.903
20.177526,-46.735123,6.81,1.17
20.396677,37.026137,6.81,0.124
20.604566,-12.381237,6.81,1.267
20.659159,42.24855,6.81,0.507
20.681675,17.571036,6.81,-0.058
20.693793,13.808804,6.81,0.172
20.726326,-11.641484,6.81,0.993
20.8038,-19.260296,6.81,0.422
21.106645,-34.62879,6.81,1.076
21.366294,-9.32797,6.81,1.194
21.585733,43.703301,6.81,-0.104
22.51678,-49.43327,6.81,0.603
22.674227,4.575018,6.81,1.05
22.781778,-33.182475,6.81,0.972
22.80223,49.582705,6.81,1.559
22.897821,1.843146,6.81,1.635
22.929728,44.308238,6.81,0.85
23.005541,-8.880529,6.81,0.428
23.082034,56.690578,6.81,0.052
23.104626,75.581406,6.81,0.026
23.189873,50.771357,6.81,0.456
23.256399,25.672244,6.81,0.85
23.427445,68.956031,6.81,1.208
23.440924,40.386544,6.81,0.95
23.559664,17.81883,6.81,0.666
23.563674,46.680993,6.81,1.142
23.849791,63.984854,6.81,0.066
0.026012,44.675401,6.82,1.071
0.147223,40.494549,6.82,1.568
0.246725,-14.177699,6.82,0.257
0.48976,-40.665431,6.82,1.273
0.811417,52.100811,6.82,0.844
0.899747,-48.791356,6.82,0.962
1.064822,47.642295,6.82,-0.055
1.080524,74.372125,6.82,0.044
1.540093,68.408918,6.82,1.238
1.719752,48.516765,6.82,1.874
1.743551,-34.406063,6.82,1.425
1.915659,56.582475,6.82,1.151
2.181575,39.043286,6.82,0.081
2.19842,-47.170362,6.82,1.4
2.319089,19.687707,6.82,0.566
2.511324,40.167574,6.82,1.355
2.560146,18.880018,6.82,0.29
2.827192,0.920972,6.82,1.02
3.668666,34.116475,6.82,0.543
3.677836,-19.472943,6.82,1.125
3.87142,-0.655607,6.82,0.22
3.926979,52.226821,6.82,0.518
3.993735,-56.472821,6.82,0.246
4.865884,9.872702,6.82,0.423
5.371846,-8.666121,6.82,1.8
5.464042,-32.417652,6.82,0.911
5.550808,68.012969,6.82,0.37
5.584325,24.290769,6.82,1.04
5.590714,-15.737933,6.82,-0.124
5.690775,3.778039,6.82,1.12
5.732423,66.626122,6.82,1.216
5.87348,-52.055215,6.82,1.619
5.983823,-51.223169,6.82,-0.099
6.035098,-38.989331,6.82,0.936
6.568918,-29.629603,6.82,0.296
6.672579,40.969697,6.82,0.471
7.139414,-20.859373,6.82,1.51
7.156934,-60.380351,6.82,0.821
7.320213,-24.955707,6.82,-0.167
7.37657,-32.046015,6.82,-0.171
7.43225,-14.178764,6.82,0.031
7.547042,-2.034373,6.82,-0.023
7.583195,4.439515,6.82,1.18
7.607252,-54.187223,6.82,0.043
7.696637,54.765783,6.82,0.989
7.715648,-21.994723,6.82,1.098
7.829919,26.263823,6.82,0.961
8.032532,-27.214787,6.82,-0.04
8.096585,2.165089,6.82,0.008
8.643544,-74.074248,6.82,1.048
8.827919,-8.638122,6.82,0.244
9.274318,-13.834113,6.82,0.191
9.28674,1.929635,6.82,0.273
9.39154,7.713745,6.82,1.589
9.55482,-57.963427,6.82,0.019
9.82963,31.077015,6.82,0.223
10.043623,-20.424015,6.82,0.181
10.17067,-48.014082,6.82,0.886
10.541261,-6.07508,6.82,1.065
10.580559,27.961576,6.82,1.063
10.691762,-35.731127,6.82,0.051
11.013829,-52.074982,6.82,0.004
11.096042,-47.442296,6.82,0.043
11.153794,-1.333259,6.82,0.165
11.154651,51.378987,6.82,1.484
11.230761,-52.855894,6.82,0.258
11.265649,12.613575,6.82,-0.026
11.698256,-60.230809,6.82,0.351
11.789614,-18.380682,6.82,1.25
11.989984,1.826719,6.82,1.457
12.207057,-60.067804,6.82,0.262
12.253771,16.90744,6.82,1.187
12.38336,-24.871218,6.82,1.063
12.471343,-61.765709,6.82,0.67
12.796755,50.156951,6.82,0.387
12.918606,-42.290883,6.82,-0.13
13.181209,21.233745,6.82,0.42
13.192317,21.91867,6.82,0.88
13.226932,56.70827,6.82,0.603
13.233865,-62.653889,6.82,0.998
13.40724,-4.308977,6.82,1.08
13.432791,-35.075839,6.82,1.627
13.539446,36.818173,6.82,0.76
13.607272,-42.415344,6.82,0.245
13.839863,21.276607,6.82,0.94
13.943599,15.891098,6.82,0.948
14.219382,-13.859934,6.82,1.578
14.231841,29.105431,6.82,0.349
14.366271,-1.988084,6.82,0.198
14.377407,-7.768177,6.82,0.584
14.591886,-89.771717,6.82,1.698
14.700631,-12.234901,6.82,1.216
14.738256,-24.1287,6.82,1.42
14.894189,2.237534,6.82,1.518
14.933445,24.386017,6.82,1.171
15.1306,63.117104,6.82,0.413
15.145898,-61.63377,6.82,-0.079
15.537194,-45.067535,6.82,-0.018
15.637952,24.521867,6.82,1.245
15.784572,-35.510345,6.82,0.024
15.831193,-17.901946,6.82,0.407
16.549085,50.142109,6.82,0.912
16.699225,73.887381,6.82,0.223
16.806849,-31.203668,6.82,-0.041
16.881991,75.392811,6.82,0.318
16.918869,-6.650974,6.82,1.307
17.170988,0.481618,6.82,0.94
17.216439,-58.596985,6.82,0.394
17.227564,21.431309,6.82,0.99
17.4249,-29.670674,6.82,0.194
17.851358,5.22903,6.82,1.441
17.87696,-5.262067,6.82,0.989
18.108205,-58.57094,6.82,-0.094
18.180558,44.598293,6.82,0.991
18.217731,2.980602,6.82,0.123
18.229857,-46.312588,6.82,0.035
18.838899,-7.907617,6.82,2.995
19.013934,42.252537,6.82,0.534
19.022033,29.518908,6.82,0.049
19.266012,31.240838,6.82,-0.084
19.294442,22.441209,6.82,0.07
19.344745,-24.210409,6.82,0.969
19.349969,19.145537,6.82,0.458
19.532537,-54.165248,6.82,1.47
19.585446,19.004968,6.82,1.652
19.723623,22.49499,6.82,-0.085
19.871031,28.252048,6.82,1.351
20.25904,2.846561,6.82,0.452
20.47406,-9.37038,6.82,1.17
20.480547,-1.734564,6.82,0.547
20.551828,54.456964,6.82,1.755
20.892271,-19.113732,6.82,1.025
20.953554,69.057568,6.82,1.258
21.327991,53.058107,6.82,1.022
21.806531,32.796182,6.82,-0.01
21.861155,19.306919,6.82,0.5
22.250976,43.773335,6.82,1.084
22.646505,44.313899,6.82,0.581
22.647237,4.530199,6.82,0.2
22.656898,81.392078,6.82,0.757
22.880377,46.54841,6.82,-0.033
23.060594,-26.813294,6.82,1.635
23.333259,-47.540143,6.82,1.245
23.861162,4.697901,6.82,1.478
23.864127,42.909823,6.82,1.011
0.026429,28.423691,6.83,1.197
0.128037,-65.932427,6.83,1.158
0.175667,33.130884,6.83,1.429
0.302558,46.214313,6.83,1.319
0.513098,16.037612,6.83,0.126
0.662114,-11.150781,6.83,0.432
1.007773,21.249143,6.83,1.372
1.045178,9.132955,6.83,0.498
1.592596,72.442027,6.83,0.768
1.765277,3.417553,6.83,0.362
1.912485,50.295774,6.83,1.583
2.588869,-3.560602,6.83,0.67
2.613936,-20.121936,6.83,1.117
3.400252,19.907062,6.83,1.63
3.764046,55.063808,6.83,0.21
3.783166,24.520124,6.83,0.021
3.791515,24.288344,6.83,0.066
3.988967,-43.917473,6.83,1.073
4.509375,-23.024388,6.83,0.166
5.397573,36.39841,6.83,0.903
5.720699,-33.424975,6.83,1.621
5.753635,-31.669316,6.83,0.374
5.990244,45.619636,6.83,0.046
6.11661,-46.205637,6.83,0.463
6.17403,-77.105589,6.83,0.028
6.318001,47.394033,6.83,0.561
6.780371,16.772457,6.83,0.408
6.81405,-29.743668,6.83,1.518
6.949939,24.642796,6.83,0.947
6.966857,-46.095851,6.83,-0.062
7.016284,10.625036,6.83,1.568
7.066373,-43.611319,6.83,0.779
7.356156,-48.527061,6.83,-0.068
7.670443,41.163495,6.83,-0.045
7.837086,39.770735,6.83,1.635
7.850055,31.613535,6.83,0.18
7.855688,-9.404693,6.83,0.084
8.051996,-41.126016,6.83,0.95
8.158017,55.255839,6.83,0.351
8.246947,43.034987,6.83,0.051
8.461342,-4.414881,6.83,0.365
8.493441,8.417213,6.83,1.015
8.678669,19.719314,6.83,0.202
8.872337,-12.808694,6.83,0.553
9.06206,-5.171363,6.83,-0.059
9.164674,-47.4762,6.83,-0.128
9.387384,-21.03773,6.83,1.574
9.449085,14.303111,6.83,1.387
9.647173,-64.489168,6.83,1.161
9.657387,-54.753368,6.83,-0.126
9.687398,8.995419,6.83,0.271
9.79301,-38.189712,6.83,1.352
10.072419,-48.44573,6.83,1.015
10.186874,-67.892358,6.83,1.172
10.383129,-24.333677,6.83,-0.053
10.467462,-57.198461,6.83,-0.141
10.609828,-28.771817,6.83,0.066
10.960509,-45.875879,6.83,1.142
11.166318,-29.794173,6.83,1.335
11.609489,6.106442,6.83,0.952
11.879507,15.436321,6.83,0.222
11.962846,-60.451346,6.83,1.057
11.989528,-30.060814,6.83,1.601
12.351831,-42.561998,6.83,0.072
12.775751,24.14505,6.83,0.54
12.938505,-55.561062,6.83,1.52
13.106308,22.279902,6.83,0.313
13.217664,38.277135,6.83,0.474
13.427792,15.564062,6.83,1.242
13.587251,44.197047,6.83,0.205
13.792844,-71.231139,6.83,-0.039
13.910656,-34.597539,6.83,0.415
13.934613,-55.953055,6.83,0.967
13.942018,-27.638088,6.83,0.962
13.982057,53.106473,6.83,0.143
14.381085,-39.623991,6.83,1.42
14.424368,-28.89561,6.83,1.085
14.637078,-45.871905,6.83,1.167
14.814793,5.954404,6.83,0.458
14.858381,-74.933103,6.83,-0.002
14.946759,74.900927,6.83,0.985
15.607816,-66.545392,6.83,1.484
15.736215,-50.215727,6.83,0.353
15.78082,-58.125246,6.83,0.202
15.928636,-44.532407,6.83,-0.008
15.998626,-33.38533,6.83,0.035
16.219959,-49.884702,6.83,0.15
16.765819,-61.663514,6.83,0.1
16.793958,79.503707,6.83,1.267
17.636664,-28.046762,6.83,1.906
17.765782,-48.93431,6.83,1.693
17.965713,43.41712,6.83,-0.029
18.248948,49.158311,6.83,1.233
18.254391,54.140691,6.83,0.951
18.363457,21.507773,6.83,-0.09
18.554071,18.915553,6.83,1.044
18.581568,-52.387506,6.83,1.13
18.691254,12.236546,6.83,0.998
18.779791,-29.631645,6.83,1.523
18.923793,40.177153,6.83,0.101
19.030167,12.540949,6.83,0.056
19.162798,37.794211,6.83,0.365
19.324361,31.966322,6.83,-0.085
19.741035,-41.609134,6.83,1.286
20.016863,-64.807884,6.83,0.412
20.063782,14.982987,6.83,0.874
20.27242,22.287248,6.83,1.216
20.350315,-10.982746,6.83,1.389
20.417894,-19.433694,6.83,1.007
20.789904,-45.854521,6.83,1.282
20.865545,8.772711,6.83,1.518
20.933057,44.373933,6.83,-0.047
21.098755,20.946728,6.83,0.047
21.423185,-45.161904,6.83,0.111
21.435395,18.065098,6.83,-0.014
21.552809,48.303405,6.83,-0.015
21.680065,3.896917,6.83,1.509
21.874191,54.683017,6.83,1.026
22.117375,11.767668,6.83,1.64
22.120864,-22.240668,6.83,0.883
22.15683,-70.904084,6.83,0.968
22.286117,-34.76084,6.83,1.241
22.301134,13.950325,6.83,0.986
22.651273,37.375418,6.83,-0.118
22.807828,-27.564357,6.83,0.918
23.543053,53.686374,6.83,1.07
23.877745,-18.561872,6.83,0.09
23.996248,-0.280114,6.83,1.614
0.165283,-2.561266,6.84,1.611
0.281604,-52.651149,6.84,0.655
0.544317,23.193427,6.84,0.921
0.627982,21.09973,6.84,1.101
0.978639,47.036586,6.84,-0.1
1.048274,51.798093,6.84,-0.019
1.071294,54.204246,6.84,0.528
1.073316,-47.940339,6.84,1.596
1.101764,-10.985445,6.84,1
1.344625,-13.889976,6.84,0.989
1.516371,49.343223,6.84,1.363
1.666149,41.666735,6.84,0.92
2.015779,-78.870308,6.84,0.576
2.174959,81.481988,6.84,0.4
2.311545,8.180695,6.84,1.095
2.53953,40.272459,6.84,0.043
2.562126,-72.349124,6.84,0.568
2.594005,-14.945156,6.84,1.122
2.754631,-46.286979,6.84,1.358
2.872911,42.020962,6.84,1.147
2.922782,27.72238,6.84,-0.028
2.996492,61.289944,6.84,0.157
3.156155,64.299651,6.84,0.955
3.23811,74.243082,6.84,1.845
3.578576,-54.322273,6.84,0.436
3.60695,-79.098702,6.84,1.015
3.686644,58.844931,6.84,0.325
3.953135,21.32355,6.84,1.03
3.954525,41.880625,6.84,0.115
4.16365,-3.573508,6.84,0.045
4.403874,51.937094,6.84,0.191
5.637149,-1.169176,6.84,-0.152
5.778359,-36.231356,6.84,0.086
5.835929,-32.809263,6.84,0.043
6.004006,33.136934,6.84,0.186
6.189772,20.905413,6.84,0.155
6.26569,10.281728,6.84,1.22
6.373111,-45.960338,6.84,-0.104
6.401697,-36.702983,6.84,0.932
6.606668,59.664475,6.84,0.098
6.626084,12.180556,6.84,0.725
6.683848,-7.572626,6.84,1.541
6.738162,40.622946,6.84,1.59
6.78966,-48.563572,6.84,0.3
6.859944,9.440081,6.84,1.363
6.911896,24.245559,6.84,0.582
6.965005,41.705456,6.84,1.016
7.035442,-6.022381,6.84,1.487
7.135085,44.039983,6.84,1.07
7.258081,-58.542623,6.84,0.266
7.398283,-17.413435,6.84,0.489
7.532828,-5.942654,6.84,1.304
7.639092,33.18676,6.84,1.266
7.903696,21.105258,6.84,1.663
7.924773,-19.047401,6.84,0.134
7.939364,-20.463276,6.84,0.038
7.983537,-48.376311,6.84,-0.125
7.993544,79.86148,6.84,1.355
8.064022,22.070807,6.84,1.19
8.06479,-68.936847,6.84,0.95
8.222687,56.527856,6.84,0.449
8.224382,48.280817,6.84,-0.027
8.316378,56.254713,6.84,1.561
8.573135,-82.566731,6.84,0.436
8.765727,-32.163827,6.84,1.149
8.942729,45.764115,6.84,0.344
9.259605,-33.323963,6.84,1.311
9.319272,-56.365535,6.84,0.161
9.515319,-5.661502,6.84,1.05
9.735244,42.050868,6.84,0.309
9.904882,59.920362,6.84,1.406
10.411597,82.801664,6.84,0.999
10.5159,-44.367824,6.84,0.861
10.58462,-57.677132,6.84,0.861
10.764045,-40.973376,6.84,1.033
10.844453,-61.269547,6.84,-0.024
10.982421,-19.604794,6.84,1.062
11.294222,-33.547139,6.84,0.508
11.300384,22.179948,6.84,0.925
11.465569,44.565829,6.84,0.387
11.626876,44.716318,6.84,0.027
11.665843,-33.449906,6.84,
11.81718,16.132445,6.84,1.066
12.303083,-52.306289,6.84,-0.062
12.322276,-8.914658,6.84,1.094
12.676679,-14.099806,6.84,1.341
13.157658,-48.52465,6.84,0.443
13.368445,-14.419873,6.84,1.507
13.835063,18.628937,6.84,0.335
13.974957,-14.122065,6.84,0.971
14.108343,-34.898717,6.84,1.538
14.141383,-11.82946,6.84,0.114
14.423036,-55.018221,6.84,0.934
14.482349,3.719607,6.84,1.615
14.849643,-42.822512,6.84,0.129
14.909893,30.063651,6.84,0.43
14.992936,53.860208,6.84,0.312
15.160159,-68.721422,6.84,-0.019
15.287194,-66.092283,6.84,-0.013
15.489805,47.713448,6.84,0.071
15.516356,-47.920338,6.84,0.895
16.229287,-8.118012,6.84,1.071
16.296097,31.804384,6.84,0.605
16.407334,52.289406,6.84,0.015
16.548817,-10.562485,6.84,0.279
16.56644,52.237962,6.84,1.011
16.619029,-52.381695,6.84,1.607
17.142652,24.486487,6.84,0.128
17.341715,44.192126,6.84,1.043
17.540323,26.439463,6.84,0.206
17.610219,13.813295,6.84,0.209
18.091875,51.947082,6.84,1.165
18.092476,-37.47184,6.84,1.027
18.139391,44.11258,6.84,0.44
18.155937,29.951711,6.84,0.633
18.235479,28.216388,6.84,1.092
18.328141,-45.699151,6.84,0.533
18.369943,51.541904,6.84,0.131
18.41948,64.83842,6.84,0.995
18.476359,-77.366233,6.84,1.077
18.644964,-30.027905,6.84,0.401
18.771047,-72.813564,6.84,0.489
18.849965,-20.29523,6.84,0.854
19.109755,-1.346132,6.84,0.193
19.18285,-6.621857,6.84,0.127
19.250216,-48.962646,6.84,1.271
19.340428,32.098922,6.84,-0.103
19.412613,16.957022,6.84,0.148
19.457379,18.295887,6.84,1.009
19.52283,-46.272992,6.84,0.99
19.52455,55.264782,6.84,1.113
19.743282,13.23034,6.84,1.659
19.862523,-13.032681,6.84,1.556
19.897968,26.593433,6.84,0.095
20.050718,18.295463,6.84,0.616
20.182478,68.272216,6.84,0.127
20.323833,-20.950759,6.84,0.33
20.478945,-23.983835,6.84,1.236
20.609988,-71.071446,6.84,-0.008
20.841706,-24.982819,6.84,0.49
20.860069,-27.995257,6.84,0.26
20.963575,4.195487,6.84,1.391
21.250588,-49.097557,6.84,1.3
21.528441,48.584618,6.84,-0.023
21.822664,15.761168,6.84,0.906
21.863413,64.899922,6.84,0.997
21.872631,-41.412655,6.84,1.3
22.119662,72.372849,6.84,0.145
22.22865,-68.126382,6.84,1.384
22.574184,-34.675268,6.84,1.054
22.601788,-16.387988,6.84,-0.145
22.606202,37.842227,6.84,-0.131
22.785864,-41.691846,6.84,1.274
23.039181,23.340503,6.84,0.064
23.394004,54.030967,6.84,0.079
23.452658,-62.737126,6.84,1.633
23.454783,65.620874,6.84,1.03
23.731667,-45.46257,6.84,1.22
23.921302,-31.88427,6.84,-0.08
23.927142,8.223277,6.84,-0.015
0.336264,-13.061462,6.85,1.028
0.624001,40.332378,6.85,0.021
1.011223,-1.658624,6.85,1.6
1.403413,-31.811963,6.85,0.569
1.526101,-19.022985,6.85,0.26
1.613424,-48.803905,6.85,0.937
1.928447,81.958957,6.85,1.641
1.93012,30.35465,6.85,0.24
2.020456,41.212382,6.85,1.427
2.424075,35.041929,6.85,1.065
2.727693,-33.045518,6.85,0.942
2.803667,-3.619213,6.85,0.102
2.985631,-55.565354,6.85,1.302
2.992931,-53.908554,6.85,1.223
